O1,O2,O3,O4,O5,Y1,Y2,Y3,Y4,Y5
0.964,1,0.984,1.248,1.084,0.74,1.056,0.888,1.256,0.984
0.972,1.012,0.98,1.184,1.06,0.724,0.932,0.916,1.236,0.944
0.976,1.012,0.96,1.172,1.084,0.788,0.976,0.896,1.088,0.964
0.968,1.016,0.96,1.136,1.06,0.86,1.052,0.916,0.936,0.984
0.96,1.032,0.964,1.14,1.068,0.82,1,0.94,0.904,0.948
0.972,1.028,0.964,1.1,1.06,0.796,0.912,0.94,0.988,0.92
0.968,1.012,0.952,1.092,1.064,0.792,1.06,0.932,1.1,0.98
0.972,1.012,0.952,1.064,1.08,0.752,1.112,0.932,1.356,1.004
0.96,1.016,0.94,1.056,1.056,0.708,1.004,0.892,1.236,0.98
0.956,1.012,0.94,1.036,1.056,0.676,1.052,0.896,1.296,1.028
0.94,1.024,0.96,1.036,1.036,0.724,1.096,0.876,1.276,0.992
0.94,1.004,0.96,1.012,1.024,0.992,1.068,0.872,1.196,0.968
0.96,1.024,0.964,1.044,1.044,0.764,1.052,0.896,1.328,0.984
0.968,1.036,0.968,1.048,1.064,0.696,1.088,0.916,1.212,0.944
0.976,1.02,0.968,1.028,1.064,0.68,1.056,0.932,1.276,0.928
0.976,1.036,0.98,1.052,1.072,0.644,1.004,0.896,1.344,0.912
1,1.016,0.972,1.044,1.068,0.624,1.068,0.876,1.312,0.864
1.004,1.012,0.968,1.044,1.048,0.628,1.056,0.872,1.248,0.82
1.004,1.024,0.98,1.092,1.064,0.616,0.952,0.892,1.4,0.82
0.988,1.02,0.956,1.072,1.052,0.62,1.032,0.904,1.396,1.072
1.016,1.012,0.964,1.072,1.06,0.696,1.072,0.924,1.244,0.956
1.008,1.024,0.976,1.176,1.056,1.048,1.024,0.916,1.38,1.024
0.996,1.02,0.956,1.144,1.06,0.9,1.044,0.936,1.4,1.068
1,1.008,0.96,1.2,1.048,0.824,1.028,0.944,1.236,1.02
1.004,1.02,0.984,1.148,1.052,0.708,0.916,0.924,1.376,1.052
1,1.012,0.98,1.18,1.056,0.652,0.948,0.924,1.436,1.056
0.984,1.012,0.968,1.164,1.052,0.62,1.036,0.928,1.444,0.984
0.968,1.02,0.952,1.176,1.052,0.624,1.052,0.928,1.424,0.996
0.988,1.008,0.968,1.24,1.048,0.684,0.96,0.932,1.372,1
0.988,1.02,0.976,1.164,1.056,0.968,0.984,0.98,1.408,0.98
0.988,1.02,0.996,1.244,1.056,0.736,1.04,0.956,1.344,0.964
0.96,1.016,0.996,1.24,1.056,0.688,1.036,0.92,1.436,0.996
0.98,1.02,0.98,1.232,1.06,0.732,0.98,0.872,1.248,0.992
0.984,1.032,0.984,1.268,1.068,0.964,1.036,0.84,1.396,0.98
0.988,1.008,0.988,1.264,1.064,0.844,1.064,0.836,1.268,1
0.972,1.032,0.98,1.256,1.068,0.748,1.016,0.868,1.364,0.996
0.988,1.024,0.976,1.248,1.072,0.772,1.044,0.892,1.392,0.952
0.992,1.024,0.976,1.26,1.068,0.972,1.04,0.908,1.244,0.988
0.988,1.032,0.964,1.24,1.08,0.912,0.976,0.916,1.432,1.016
0.98,1.016,0.96,1.224,1.076,0.784,0.996,0.896,1.372,0.98
0.972,1.024,0.972,1.18,1.08,0.736,0.984,0.924,1.384,1.004
0.984,1.016,0.956,1.2,1.084,0.792,0.884,0.964,1.268,1.012
0.992,1.02,0.956,1.2,1.076,0.92,0.94,0.964,1.244,0.956
0.992,1.024,0.96,1.176,1.056,0.792,1.088,0.968,1.32,0.996
0.988,1.016,0.952,1.152,1.076,0.724,1.02,0.96,1.184,0.992
0.992,1.016,0.944,1.132,1.06,0.688,0.96,0.916,1.32,0.944
1,1.024,0.944,1.112,1.072,0.692,1.036,0.876,1.252,0.98
1.004,1.016,0.94,1.092,1.048,1.068,1.06,0.88,1.316,1.004
1.016,1.028,0.956,1.108,1.068,0.904,0.956,0.916,1.352,0.96
1.02,1.024,0.952,1.044,1.064,0.8,0.968,0.928,1.34,0.992
1.024,1.012,0.944,1.028,1.048,0.744,0.988,0.952,1.424,1.004
1.008,1.016,0.952,1.036,1.068,0.74,0.948,0.924,1.284,0.952
0.988,1.032,0.968,1.072,1.068,0.844,0.864,0.916,1.42,0.948
1.004,1.012,0.952,1.112,1.072,0.86,0.94,0.912,1.38,0.984
1,1.016,0.96,1.14,1.084,0.748,1.068,0.936,1.38,0.976
1.004,1.012,0.956,1.128,1.084,0.7,0.964,0.98,1.364,0.932
0.98,1.004,0.96,1.116,1.068,0.676,0.972,0.944,1.284,0.968
0.972,1.024,0.964,1.156,1.088,0.664,1.048,0.92,1.368,0.964
0.972,1.012,0.972,1.18,1.068,0.756,1.068,0.876,1.28,0.932
0.972,1.008,0.956,1.168,1.08,1.06,0.972,0.84,1.408,0.984
0.96,1.032,0.972,1.192,1.056,0.876,1.024,0.84,1.32,1.012
0.94,1.028,0.968,1.204,1.076,0.84,1.028,0.892,1.34,0.964
0.948,1.016,0.956,1.192,1.056,0.784,1.008,0.964,1.44,1.008
0.96,1.024,0.964,1.18,1.072,0.712,1.024,0.964,1.4,1.016
0.948,1.028,0.956,1.2,1.044,0.688,1.028,0.932,1.404,0.964
0.928,1.012,0.952,1.208,1.068,0.712,0.984,0.88,1.328,1.004
0.952,1.024,0.956,1.188,1.06,0.912,1.02,0.884,1.436,1
0.968,1.044,0.964,1.216,1.064,0.876,1.048,0.924,1.24,0.956
0.968,1.024,0.944,1.212,1.048,0.752,1.036,0.956,1.388,1
0.94,1.04,0.952,1.22,1.064,0.716,1.044,0.948,1.308,0.972
0.964,1.028,0.956,1.216,1.064,0.728,0.996,0.932,1.408,0.94
0.972,1.02,0.948,1.204,1.064,0.856,0.988,0.904,1.468,0.972
0.984,1.036,0.932,1.212,1.068,0.908,1,0.868,1.384,1.044
0.968,1.024,0.932,1.232,1.064,0.896,0.972,0.868,1.316,0.992
0.976,1.016,0.924,1.2,1.072,0.856,0.864,0.892,1.16,0.996
0.972,1.024,0.92,1.204,1.08,0.768,0.872,0.924,1.328,1.04
0.972,1.012,0.936,1.204,1.08,0.704,0.96,0.932,1.38,1.016
0.96,1.028,0.936,1.18,1.076,0.688,0.988,0.928,1.256,1
0.968,1.036,0.928,1.184,1.084,0.728,0.956,0.928,1.376,1.04
0.98,1.02,0.944,1.188,1.088,0.952,1,0.936,1.332,1.02
0.988,1.028,0.928,1.176,1.088,0.844,1.012,0.932,1.316,1.02
1,1.036,0.936,1.18,1.084,0.74,0.892,0.9,1.432,1.052
1,1.028,0.964,1.164,1.092,0.78,0.944,0.864,1.272,0.992
1.012,1.016,0.96,1.168,1.092,0.836,1.032,0.852,1.436,0.984
1.004,1.024,0.944,1.188,1.08,0.756,0.984,0.84,1.3,0.984
0.992,1.016,0.936,1.212,1.088,0.72,1.064,0.876,1.296,0.936
1.004,1,0.948,1.204,1.08,0.748,1.072,0.908,1.448,0.972
1.004,1.02,0.944,1.192,1.096,0.824,0.976,0.916,1.272,1.004
0.996,1.004,0.936,1.204,1.076,0.824,1.024,0.904,1.356,0.976
0.988,1.02,0.944,1.18,1.1,0.744,1.064,0.872,1.28,1.06
1,1.012,0.936,1.172,1.084,0.74,0.98,0.868,1.248,1.052
0.992,1,0.928,1.168,1.08,0.812,0.972,0.896,1.516,1.012
0.972,1.004,0.948,1.16,1.072,0.832,0.996,0.928,1.428,1.04
0.968,1.012,0.972,1.128,1.072,0.768,0.96,0.956,1.288,1
0.984,1.012,0.972,1.12,1.068,0.732,0.996,0.968,1.412,0.968
0.98,1.008,0.972,1.14,1.064,0.828,1.028,0.96,1.372,0.988
0.988,1.02,0.988,1.108,1.052,0.872,0.948,0.944,1.344,0.98
0.972,0.996,0.98,1.084,1.056,0.764,0.984,0.92,1.272,0.96
0.988,1,0.976,1.188,1.056,0.724,1.048,0.896,1.344,1
0.996,1.008,0.984,1.164,1.024,0.724,0.952,0.884,1.2,0.976
0.996,1,0.988,1.212,1.02,0.844,0.988,0.876,1.172,0.956
0.98,1.012,0.98,1.26,1.008,0.892,1.036,0.872,1.396,0.988
0.988,1.012,0.976,1.228,1.008,0.784,0.952,0.856,1.132,0.976
0.988,1.008,0.976,1.232,1,0.74,0.964,0.864,1.028,0.96
0.988,1.02,0.968,1.224,0.984,0.808,1.016,0.86,1.032,1.008
0.972,1.032,0.944,1.212,0.992,0.888,0.884,0.896,1.004,0.992
0.976,1.02,0.952,1.188,0.984,0.808,0.896,0.94,0.952,0.964
0.98,1.04,0.964,1.212,0.988,0.744,1.052,0.924,1.396,0.988
0.98,1.024,0.952,1.232,0.988,0.784,1.096,0.92,1.252,0.96
0.964,1.032,0.944,1.208,0.996,0.844,0.956,0.892,1.276,0.948
0.968,1.036,0.952,1.192,1.008,0.784,0.968,0.848,1.284,0.976
0.972,1.024,0.936,1.168,1.016,0.728,1.092,0.84,1.204,0.94
0.988,1.032,0.936,1.184,1.028,0.728,1.092,0.852,1.284,0.932
0.976,1.044,0.932,1.2,1.036,0.8,1.08,0.864,1.28,0.96
0.976,1.032,0.944,1.164,1.048,0.828,0.968,0.88,1.22,0.952
0.972,1.044,0.928,1.188,1.056,0.744,0.94,0.892,1.312,0.944
0.976,1.048,0.924,1.188,1.072,0.72,1.012,0.868,1.3,0.988
0.972,1.044,0.928,1.176,1.068,0.768,1.056,0.868,1.296,0.972
0.972,1.044,0.924,1.176,1.068,0.936,0.848,0.876,1.328,0.948
0.98,1.044,0.932,1.168,1.076,0.816,0.768,0.928,1.216,0.984
0.996,1.024,0.936,1.132,1.072,0.736,0.776,0.936,1.364,1.036
0.984,1.036,0.94,1.148,1.076,0.724,0.876,0.936,1.336,0.98
0.988,1.024,0.956,1.14,1.056,0.796,1.168,0.896,1.344,0.996
1,1.032,0.94,1.124,1.084,0.852,1.092,0.864,1.336,0.976
0.972,1.024,0.936,1.136,1.076,0.756,0.912,0.88,1.172,0.916
0.956,1.024,0.928,1.128,1.08,0.724,0.832,0.888,1.384,0.94
0.952,1.024,0.936,1.064,1.08,0.732,1.024,0.904,1.328,0.952
0.892,1.016,0.92,1.08,1.068,0.888,1.164,0.932,1.336,0.936
0.896,1.008,0.932,1.1,1.08,0.88,1.12,0.924,1.372,0.992
0.9,1.024,0.936,1.076,1.06,0.764,1.088,0.888,1.244,1.028
0.936,1.016,0.94,1.092,1.056,0.724,1.06,0.924,1.396,1
0.948,1.012,0.944,1.144,1.068,0.728,1.028,0.916,1.26,1.036
0.956,1.012,0.948,1.116,1.024,0.848,1.056,0.928,1.352,1.036
0.984,1.004,0.94,1.12,1.044,0.868,1.068,0.912,1.224,0.968
0.984,1.016,0.936,1.176,1.02,0.744,1.048,0.896,1.132,0.98
0.984,1.016,0.936,1.136,1.02,0.708,1.012,0.884,1.336,0.956
0.992,1.004,0.932,1.144,1.036,0.672,0.856,0.876,1.3,0.92
0.996,1.02,0.932,1.172,1.032,0.7,0.876,0.94,1.288,0.936
0.996,1.004,0.94,1.156,1.044,0.836,0.976,0.952,1.2,0.964
0.98,1.008,0.936,1.176,1.044,0.812,1.044,0.948,1.2,0.924
0.956,1.016,0.936,1.324,1.056,0.824,0.936,0.936,1.34,0.956
0.972,1.016,0.94,1.228,1.068,0.744,0.92,0.912,1.264,0.984
0.98,1.012,0.932,1.2,1.076,0.724,1.04,0.884,1.3,0.952
0.988,1.032,0.936,1.184,1.072,0.772,1.092,0.852,1.348,0.94
0.996,1.008,0.932,1.164,1.076,0.876,1.048,0.828,1.252,0.976
0.996,1,0.94,1.136,1.092,0.792,1,0.828,1.34,0.972
1.02,1.016,0.94,1.14,1.092,0.74,1.04,0.836,1.376,0.944
1.016,1.016,0.94,1.132,1.092,0.708,1.044,0.928,1.404,0.98
1.016,1.008,0.952,1.164,1.088,0.768,1.004,1,1.396,0.948
1.016,1.02,0.956,1.136,1.092,0.88,1.056,1.008,1.288,0.92
1,1.024,0.944,1.164,1.08,0.776,1.052,0.968,1.344,0.952
0.992,1.016,0.948,1.168,1.1,0.712,0.992,0.916,1.32,0.956
0.98,1.02,0.948,1.168,1.08,0.704,1.044,0.872,1.36,0.9
0.988,1.024,0.952,1.16,1.108,0.76,1.064,0.852,1.448,0.912
0.988,1.028,0.94,1.16,1.084,0.888,1.068,0.852,1.332,0.92
0.988,1.032,0.952,1.132,1.088,0.772,0.96,0.844,1.38,0.9
0.988,1.04,0.936,1.128,1.092,0.744,0.94,0.86,1.328,0.94
1,1.032,0.928,1.156,1.104,0.788,0.98,0.868,1.304,1.032
1.008,1.036,0.944,1.12,1.084,0.796,1.072,0.884,1.3,1.008
1.008,1.04,0.936,1.1,1.096,0.74,0.948,0.9,1.272,1.008
1.012,1.032,0.928,1.1,1.084,0.7,1.004,0.912,1.296,1.032
0.996,1.036,0.948,1.076,1.088,0.76,1.12,0.904,1.196,0.992
0.98,1.036,0.944,1.08,1.092,1.028,1.088,0.868,1.34,0.964
0.98,1.036,0.948,1.088,1.096,0.856,0.984,0.864,1.176,1
0.968,1.024,0.956,1.044,1.092,0.776,1.036,0.848,1.256,0.928
0.968,1.04,0.976,1.064,1.088,0.716,1.044,0.844,1.176,0.864
0.952,1.032,0.956,1.056,1.092,0.78,1.036,0.908,1.256,0.784
0.944,1.032,0.944,1.036,1.084,0.824,1.02,0.876,1.22,0.744
0.944,1.04,0.96,1.084,1.076,0.792,0.968,0.848,1.148,0.756
0.94,1.044,0.944,1.064,1.076,0.732,0.908,0.808,1.344,0.756
0.916,1.04,0.944,1.072,1.088,0.7,0.828,0.792,1.364,0.764
0.932,1.052,0.952,1.088,1.088,0.752,0.824,0.776,1.256,0.944
0.948,1.06,0.956,1.088,1.076,0.996,0.868,0.768,1.332,0.908
0.968,1.04,0.948,1.088,1.076,0.8,1.02,0.784,1.356,1
0.964,1.06,0.944,1.124,1.064,0.748,0.94,0.808,1.24,0.948
0.976,1.048,0.96,1.116,1.052,0.728,1.02,0.812,1.308,0.928
1.012,1.044,0.964,1.128,1.04,0.824,0.976,0.828,1.384,0.984
1.008,1.048,0.96,1.184,1.044,0.908,0.952,0.876,1.356,1
0.988,1.036,0.96,1.196,1.044,0.768,1.016,0.872,1.248,0.96
0.996,1.04,0.96,1.176,1.044,0.728,1.008,0.884,1.216,1
1.008,1.028,0.944,1.224,1.048,0.724,1.004,0.864,1.34,0.992
1.004,1.032,0.944,1.208,1.068,0.772,0.964,0.836,1.244,0.936
0.992,1.032,0.936,1.236,1.064,0.856,0.852,0.8,1.256,0.952
1.008,1.04,0.952,1.252,1.064,0.776,0.812,0.82,1.396,0.98
1.012,1.04,0.964,1.26,1.072,0.752,0.864,0.84,1.236,0.956
1.012,1.04,0.956,1.272,1.08,0.756,0.836,0.856,1.296,0.98
1.008,1.012,0.952,1.228,1.08,0.872,0.932,0.864,1.384,1.02
1.016,1.016,0.964,1.228,1.088,0.848,1.1,0.84,1.304,0.98
1.02,1.024,0.948,1.224,1.072,0.768,1.08,0.876,1.404,1.004
1.008,1.056,0.956,1.224,1.088,0.732,0.964,0.884,1.28,1.024
1.02,1.064,0.964,1.224,1.072,0.704,0.9,0.896,1.216,0.98
1.028,1.064,0.952,1.176,1.092,0.74,0.94,0.908,1.388,1.008
1.028,1.048,0.964,1.188,1.068,0.852,1,0.908,1.292,1.028
1.016,1.052,0.956,1.188,1.096,0.892,1.044,0.88,1.344,0.996
1.024,1.064,0.944,1.152,1.092,0.804,1.064,0.868,1.3,1.04
1.028,1.06,0.94,1.128,1.08,0.764,0.944,0.856,1.304,1.068
1.02,1.064,0.948,1.144,1.108,0.724,1.012,0.876,1.392,1.012
1.016,1.06,0.944,1.132,1.08,0.716,1.072,0.876,1.332,1.028
1.02,1.072,0.932,1.108,1.084,0.732,1.068,0.888,1.368,1.004
1.016,1.076,0.96,1.112,1.076,0.872,1.04,0.896,1.348,0.94
1.016,1.068,0.96,1.088,1.076,0.924,1.052,0.856,1.444,0.976
0.996,1.06,0.952,1.076,1.076,0.792,0.984,0.852,1.324,0.992
0.996,1.064,0.94,1.144,1.076,0.728,1.012,0.848,1.364,0.96
0.996,1.068,0.952,1.104,1.064,0.752,1.032,0.856,1.256,1.004
0.992,1.06,0.956,1.144,1.056,0.804,0.94,0.908,1.452,1.044
0.968,1.056,0.944,1.188,1.052,0.832,0.892,0.98,1.352,0.984
0.98,1.06,0.964,1.124,1.064,0.744,0.976,0.952,1.264,1.028
0.976,1.048,0.948,1.22,1.076,0.7,1.068,0.936,1.34,1.012
0.976,1.052,0.936,1.184,1.056,0.696,1.08,0.916,1.208,0.984
0.952,1.052,0.948,1.164,1.06,0.764,1.004,0.876,1.324,1.004
0.964,1.052,0.96,1.128,1.076,0.876,0.936,0.852,1.276,0.944
0.976,1.044,0.936,1.128,1.068,0.8,0.964,0.844,1.296,0.908
0.972,1.044,0.928,1.18,1.076,0.728,0.996,0.844,1.332,0.94
0.984,1.052,0.932,1.156,1.064,0.804,0.944,0.856,1.196,0.92
1,1.052,0.928,1.148,1.064,0.812,1.008,0.868,1.3,0.904
1.008,1.052,0.908,1.156,1.068,0.796,1.068,0.872,1.14,0.964
0.988,1.048,0.916,1.132,1.064,0.728,1.04,0.876,1.052,0.988
0.996,1.056,0.932,1.184,1.072,0.688,0.932,0.876,1.18,0.936
0.992,1.048,0.948,1.192,1.044,0.712,1.004,0.876,1.364,0.992
0.984,1.048,0.96,1.308,1.06,0.736,1.096,0.836,1.4,0.984
0.96,1.044,0.992,1.164,1.028,0.808,1.052,0.828,1.272,0.936
0.976,1.04,0.968,1.224,1.028,0.792,1.028,0.828,1.312,0.968
0.972,1.044,0.956,1.14,1.036,0.792,0.96,0.844,1.228,0.948
0.96,1.036,0.984,1.156,1.028,0.736,1.036,0.904,1.256,0.928
0.968,1.04,0.976,1.1,1.028,0.696,1.048,0.944,1.236,0.976
0.98,1.044,0.98,1.14,1.04,0.708,1.004,0.948,1.236,0.952
0.98,1.052,0.996,1.144,1.036,0.74,0.968,0.94,1.32,0.892
0.98,1.044,1.012,1.06,1.04,0.8,1.012,0.916,1.22,0.936
1.012,1.048,0.968,1.032,1.044,0.724,1.012,0.892,1.296,0.956
1.012,1.048,0.956,0.992,1.048,0.704,0.932,0.88,1.26,0.972
1,1.044,0.956,0.988,1.052,0.748,0.892,0.868,1.208,1.128
0.996,1.036,0.936,1.036,1.052,0.788,0.968,0.848,1.172,1.048
1.008,1.036,0.928,1.024,1.056,0.828,1.036,0.848,1.216,1.076
1,1.036,0.94,1,1.056,0.776,1.048,0.856,1.148,1.088
0.988,1.044,0.948,1.04,1.06,0.736,0.936,0.872,1.244,1.048
0.988,1.032,0.952,1.068,1.068,0.716,0.968,0.952,1.184,1.072
1.004,1.044,0.996,1.02,1.064,0.72,1.028,0.984,1.244,1.008
0.992,1.04,0.952,1.032,1.06,0.788,1.044,0.96,1.24,1.048
0.988,1.032,0.952,1.032,1.072,0.804,0.984,0.92,1.208,1.044
1,1.036,0.96,1.016,1.068,0.808,1.008,0.908,1.216,1.004
0.996,1.04,0.952,1.024,1.068,0.76,1.036,0.876,1.292,1.064
1,1.04,0.928,1.028,1.072,0.744,0.92,0.848,1.224,1.068
0.984,1.028,0.948,1.008,1.076,0.716,0.972,0.844,1.308,1.032
1.004,1.04,0.944,1.024,1.056,0.692,1.06,0.848,1.252,1.048
1.012,1.04,0.948,1.04,1.068,0.68,1.06,0.904,1.276,1.012
1.008,1.036,0.956,1.02,1.068,0.728,1.008,0.976,1.216,0.988
0.996,1.036,0.96,1.04,1.068,0.864,1.004,0.98,1.376,0.992
1.008,1.032,0.952,1.152,1.044,0.82,1.016,0.964,1.312,0.976
1,1.032,0.96,1.128,1.064,0.728,1.008,0.94,1.376,0.952
0.988,1.032,0.972,1.224,1.056,0.712,0.936,0.928,1.316,0.972
0.988,1.04,0.948,1.204,1.052,0.728,0.988,0.88,1.308,0.976
1.008,1.052,0.952,1.248,1.056,0.796,1.044,0.868,1.268,0.952
1.016,1.052,0.96,1.252,1.052,0.832,1.004,0.864,1.2,0.984
1.032,1.056,0.956,1.296,1.052,0.752,1.004,0.908,1.34,0.972
1.016,1.036,0.944,1.28,1.044,0.772,0.968,0.916,1.212,0.928
1.036,1.044,0.956,1.204,1.04,0.816,0.928,0.948,1.284,0.948
1.052,1.032,0.956,1.224,1.048,0.856,0.968,0.964,1.284,0.972
1.056,1.036,0.948,1.228,1.052,0.804,1.048,0.92,1.228,0.94
1.04,1.04,0.944,1.216,1.056,0.78,0.964,0.9,1.296,0.984
1.032,1.056,0.932,1.228,1.06,0.784,1.012,0.864,1.14,0.988
1.048,1.052,0.928,1.24,1.064,0.728,1.028,0.88,1.264,0.94
1.06,1.044,0.928,1.232,1.064,0.748,0.972,0.94,1.352,0.964
1.052,1.06,0.92,1.232,1.068,0.812,1.064,0.96,1.24,0.944
1,1.06,0.924,1.244,1.068,0.8,1.08,0.944,1.328,0.916
0.984,1.048,0.944,1.212,1.072,0.776,0.964,0.928,1.232,0.94
0.98,1.064,0.956,1.18,1.064,0.86,0.988,0.896,1.356,0.952
0.948,1.064,0.98,1.184,1.056,0.848,1.064,0.86,1.376,0.924
0.968,1.056,0.996,1.188,1.048,0.764,1.052,0.856,1.316,0.956
0.972,1.052,0.976,1.176,1.032,0.76,0.976,0.88,1.344,0.984
0.96,1.056,0.98,1.176,1.016,0.808,1.02,0.88,1.24,0.96
0.976,1.06,0.98,1.152,1.016,0.82,1.028,0.892,1.296,0.968
1.016,1.044,0.968,1.184,1.028,0.756,0.944,0.9,1.208,1.016
1.032,1.06,0.98,1.256,1.016,0.732,0.892,0.888,1.464,0.984
1.044,1.048,0.856,1.276,1.024,0.788,0.928,0.892,1.364,0.96
1.06,1.044,1.084,1.26,1.036,0.804,1.048,0.884,1.264,0.976
1.06,1.044,0.968,1.244,1.048,0.804,1.008,0.884,1.388,0.952
1.064,1.048,0.972,1.24,1.056,0.748,1.052,0.94,1.304,0.932
1.056,1.056,0.976,1.212,1.064,0.788,1.044,0.956,1.412,0.956
1.044,1.056,0.968,1.204,1.08,0.78,1.06,0.964,1.336,0.968
1.04,1.076,0.968,1.208,1.088,0.748,0.988,0.952,1.36,0.92
1.04,1.048,0.968,1.228,1.092,0.712,0.972,0.908,1.388,0.952
1.028,1.044,0.972,1.228,1.092,0.752,0.972,0.884,1.26,0.948
1.008,1.048,0.976,1.232,1.096,0.736,1.024,0.86,1.364,0.92
1,1.048,0.972,1.224,1.1,0.756,0.932,0.856,1.32,0.932
1.008,1.044,0.984,1.256,1.1,0.72,0.912,0.876,1.32,0.976
1.012,1.052,0.992,1.256,1.092,0.728,0.916,0.896,1.4,0.936
1.008,1.048,0.968,1.268,1.1,0.732,0.936,0.924,1.26,0.928
0.996,1.04,0.988,1.244,1.08,0.772,0.868,0.98,1.316,0.956
1.004,1.04,0.992,1.236,1.104,0.748,0.852,1.016,1.284,0.936
1,1.04,0.992,1.248,1.08,0.78,0.896,1,1.216,0.92
0.96,1.032,0.948,1.26,1.092,0.724,1.008,0.968,1.224,0.964
0.932,1.044,0.916,1.232,1.08,0.7,1.04,0.92,1.16,0.96
0.9,1.032,0.916,1.224,1.092,0.668,0.936,0.884,1.2,0.944
0.9,1.048,0.896,1.208,1.084,0.652,0.916,0.86,1.232,1
0.912,1.04,0.888,1.216,1.1,0.648,0.96,0.84,1.228,0.988
0.864,1.04,0.884,1.212,1.08,0.768,1.012,0.86,1.368,0.944
0.86,1.036,0.884,1.224,1.08,0.912,1.048,0.876,1.276,0.952
0.876,1.048,0.868,1.232,1.092,0.708,1.004,0.904,1.292,0.972
0.904,1.04,0.88,1.224,1.076,0.684,0.972,0.984,1.28,0.868
0.94,1.036,0.888,1.208,1.072,0.728,0.932,1.008,1.18,0.836
0.932,1.052,0.908,1.204,1.072,0.784,0.96,1.016,1.184,0.784
0.94,1.036,0.948,1.18,1.064,0.752,1.024,1,1.08,0.788
0.96,1.04,0.94,1.18,1.048,0.712,0.896,0.948,1.16,0.792
0.944,1.052,0.968,1.18,1.044,0.712,0.812,0.904,1.196,0.88
0.948,1.044,0.952,1.192,1.028,0.884,0.832,0.872,1.236,1
0.948,1.048,0.928,1.164,1.012,0.86,0.84,0.892,1.268,0.932
0.92,1.052,0.924,1.16,1.028,0.744,1.028,0.932,1.136,0.848
0.924,1.04,0.944,1.14,1.024,0.732,1.136,0.944,1.164,0.784
0.92,1.052,0.968,1.132,1.032,0.844,1.024,0.96,1.36,0.804
0.916,1.032,0.976,1.144,1.052,0.884,1.116,0.984,1.344,0.968
0.908,1.036,1.008,1.12,1.06,0.804,1.1,1.004,1.36,1.08
0.916,1.032,1.012,1.136,1.064,0.732,0.996,0.984,1.376,1.088
0.912,1.048,0.992,1.132,1.06,0.752,0.996,0.964,1.3,1.024
0.908,1.028,1.004,1.132,1.032,0.772,1,0.916,1.416,1.032
0.932,1.044,0.98,1.128,1.044,0.832,0.924,0.892,1.3,1.024
0.944,1.032,0.996,1.128,1.016,0.796,0.848,0.872,1.372,0.984
0.968,1.036,1.012,1.148,1.032,0.736,0.84,0.84,1.38,0.952
0.968,1.04,0.996,1.136,1.008,0.796,0.908,0.888,1.212,0.96
0.988,1.036,1.008,1.136,1.032,0.748,0.812,0.86,1.324,0.96
1.012,1.032,0.944,1.144,1.032,0.736,0.872,0.892,1.268,0.916
1.032,1.036,0.96,1.108,1.044,0.752,1.092,0.932,1.224,0.952
1.04,1.032,1.02,1.216,1.048,0.768,1.088,0.968,1.38,0.972
1.04,1.028,0.98,1.164,1.052,0.792,0.98,0.932,1.296,0.96
1.02,1.036,0.944,1.18,1.06,0.8,1.012,0.964,1.368,0.98
1.016,1.036,0.928,1.16,1.068,0.736,1.068,0.952,1.32,1.004
1,1.036,1.008,1.192,1.068,0.716,1.076,0.956,1.276,0.956
1.008,1.048,0.996,1.196,1.076,0.748,1.048,0.908,1.344,0.984
0.996,1.032,0.98,1.188,1.076,0.764,0.98,0.912,1.232,0.988
0.992,1.032,0.988,1.184,1.068,0.768,1.028,0.912,1.352,0.98
0.992,1.032,0.988,1.2,1.072,0.732,1.032,0.92,1.236,0.988
0.984,1.04,0.952,1.168,1.08,0.692,0.984,0.924,1.292,0.98
0.98,1.036,0.952,1.172,1.08,0.688,1.052,0.916,1.312,0.968
0.972,1.048,0.948,1.156,1.084,0.72,1.092,0.88,1.24,0.988
0.984,1.04,0.928,1.128,1.088,0.76,1,0.876,1.436,0.996
0.98,1.052,0.924,1.108,1.084,0.756,1.056,0.892,1.268,0.992
0.976,1.072,0.952,1.072,1.084,0.704,1.08,0.92,1.3,0.952
0.972,1.052,0.952,1.024,1.088,0.7,1.072,0.928,1.348,0.88
0.98,1.06,0.948,0.996,1.088,0.748,0.988,0.92,1.276,0.86
0.972,1.072,0.956,1.008,1.092,0.748,1.012,0.94,1.392,0.824
0.972,1.052,0.936,1.056,1.076,0.74,1.048,0.952,1.268,0.86
0.972,1.06,0.944,1.156,1.104,0.696,0.996,0.956,1.336,0.94
0.972,1.064,0.98,1.064,1.084,0.736,1.044,0.936,1.324,0.964
0.968,1.052,0.98,1.08,1.108,0.744,1.052,0.92,1.24,1
0.968,1.072,0.968,1.144,1.092,0.72,0.992,0.896,1.34,1.004
0.98,1.064,0.976,1.212,1.084,0.708,0.976,0.856,1.256,0.968
0.98,1.056,0.972,1.116,1.076,0.744,1.016,0.86,1.284,0.988
0.988,1.068,0.96,1.096,1.08,0.752,1.056,0.86,1.404,0.984
0.984,1.064,0.968,1.104,1.084,0.788,1,0.88,1.34,0.928
0.992,1.056,0.984,1.1,1.072,0.752,0.988,0.916,1.4,0.96
1,1.068,0.98,1.076,1.068,0.72,1.052,0.928,1.256,0.984
1,1.064,0.964,1.072,1.072,0.692,1.08,0.924,1.32,0.948
